tenure_months,monthly_spend,orders_per_month,support_tickets,uses_discounts,app_sessions,churn
61,1525.41,3,1,1,15,0
62,755.63,2,0,0,12,0
39,1255.58,3,0,0,12,0
22,1131.91,2,1,1,9,0
8,958.06,4,2,0,11,0
44,1788.74,7,3,0,12,0
39,1494.37,4,0,1,15,0
54,2689.75,2,0,0,13,0
43,2835.76,6,3,0,8,0
10,814.53,5,2,0,13,0
9,480.3,7,0,1,13,0
56,2398.95,4,1,0,14,0
12,2985.61,3,1,1,11,0
67,2618.08,6,1,0,7,0
8,266.35,3,3,1,10,0
52,903.54,2,2,1,15,0
70,321.36,3,1,0,10,0
32,2498.18,3,1,1,7,0
5,1827.94,3,2,1,10,0
63,1638.41,2,0,0,10,0
14,1752.46,2,0,0,8,0
38,906.86,4,0,1,16,0
70,1884.59,4,0,0,7,0
53,285.87,1,1,0,7,0
4,2008.83,1,3,1,13,0
59,2256.41,2,1,1,4,0
12,2084.47,3,0,0,11,0
54,1129.93,1,0,0,19,0
45,2513.54,4,0,0,12,0
21,2203.52,4,3,0,11,0
31,559.23,7,4,0,17,0
9,746.4,4,1,1,16,0
71,1983.9,2,0,1,6,0
17,1010.37,1,3,0,15,0
22,534.41,4,0,1,17,0
36,633.91,4,0,0,8,0
48,663.73,2,4,0,16,0
36,1537.81,1,1,1,15,0
36,1900.68,5,0,1,9,0
42,693.93,2,1,1,9,0
61,2194.99,5,2,0,11,0
29,986.84,2,2,1,11,0
60,1072.36,6,2,0,16,0
56,825.8,1,0,1,11,0
69,2398.58,1,0,1,8,0
65,2887.48,5,0,0,11,1
57,1579.0,4,1,1,19,0
18,317.69,2,2,1,11,1
55,929.59,2,1,0,10,0
53,642.54,5,1,1,12,0
21,2559.73,1,0,0,12,0
49,437.59,3,4,0,11,0
18,2906.13,2,0,1,9,0
38,1847.84,2,3,0,15,0
57,1649.67,6,1,1,10,0
14,2572.58,2,1,1,18,0
24,277.13,4,1,0,8,0
57,2376.03,1,2,1,12,0
33,526.49,4,1,0,13,0
69,2554.18,2,0,0,13,0
1,1681.69,2,3,0,10,1
52,371.16,0,1,1,16,0
58,2533.09,5,1,0,11,0
66,276.48,1,2,0,10,0
12,587.44,3,2,0,14,1
70,2433.91,2,2,0,5,0
28,1501.64,1,2,1,8,0
25,2667.89,2,0,1,12,0
26,1979.2,3,2,1,12,0
46,1945.88,2,2,0,10,0
47,1018.26,2,0,1,19,1
34,574.31,5,1,0,11,0
6,2891.28,3,1,0,14,0
71,493.43,2,0,1,9,0
16,1681.23,3,1,0,12,1
7,963.19,1,2,0,9,1
43,939.59,2,0,0,12,0
30,1864.84,4,0,1,6,0
44,2434.22,5,1,1,13,0
63,2376.1,4,0,1,15,0
7,2632.64,3,0,1,13,0
21,1020.13,5,1,1,14,0
37,1504.1,0,1,1,12,0
56,226.14,1,2,1,9,0
43,2291.2,3,1,1,17,0
28,1046.56,1,2,1,20,1
44,1772.18,4,2,0,18,0
70,674.04,7,1,1,10,0
35,2494.32,6,0,1,10,0
63,2488.36,3,1,1,8,0
56,2656.87,6,2,1,19,0
22,328.62,7,2,0,19,0
18,2978.88,5,2,1,13,0
55,893.78,4,2,1,14,1
15,1066.41,3,2,1,9,0
24,898.14,0,2,0,11,0
17,949.09,3,1,1,11,0
44,1747.45,4,0,0,14,0
21,871.47,3,1,0,18,0
47,1302.56,4,4,1,13,1
67,2035.7,3,1,1,12,0
59,2540.87,4,0,0,14,0
68,2139.68,2,0,1,14,0
2,1864.1,4,2,0,18,0
33,613.64,2,3,0,8,0
16,2485.12,2,1,1,19,0
66,304.37,2,2,0,12,0
51,939.74,4,1,0,8,0
23,359.76,0,1,1,12,0
41,2068.8,7,3,1,17,0
43,1231.44,8,3,0,12,0
36,2025.74,3,0,1,8,0
34,1171.69,4,0,0,7,0
4,1476.07,1,0,1,8,0
33,1482.29,3,1,1,8,0
25,327.63,2,2,0,11,0
59,1404.63,1,0,0,11,0
62,1994.98,4,1,1,10,0
54,1728.95,3,1,1,18,0
3,410.79,7,0,0,7,0
60,2070.56,2,0,1,10,0
29,1064.82,2,3,1,15,0
30,240.42,4,0,1,16,0
68,635.67,4,1,0,8,0
62,1593.17,3,1,1,11,0
4,1069.12,3,1,0,14,0
26,2144.27,4,1,1,18,0
54,873.83,5,0,0,14,0
39,2363.83,2,0,0,13,0
19,1002.14,3,0,1,13,0
38,1938.42,3,3,1,17,0
62,2437.81,7,2,0,12,0
16,1279.56,5,0,0,10,0
53,331.05,9,1,0,7,0
53,1699.25,4,0,0,14,0
63,2987.15,2,1,0,8,0
22,2913.18,1,1,0,14,0
16,818.86,2,2,1,10,1
39,2315.95,1,0,0,13,0
38,1165.87,0,2,1,13,0
30,648.76,4,1,0,8,0
56,2064.56,3,0,0,16,0
57,1602.43,2,1,1,17,0
18,1709.85,4,2,0,14,0
57,2516.7,5,0,1,12,0
17,1142.32,4,2,0,14,0
29,2067.87,4,0,1,13,0
2,1225.34,1,2,1,15,0
25,319.63,3,1,0,22,0
69,1258.44,2,0,1,15,0
32,2860.1,4,0,1,17,0
51,1553.13,4,1,1,15,0
8,503.05,5,1,1,11,0
46,2125.92,5,2,1,14,0
27,2897.46,0,0,1,7,1
53,2742.25,2,0,0,7,0
66,1801.49,2,1,1,19,0
38,1253.59,4,1,1,10,0
8,1825.9,3,2,0,16,1
34,2484.61,3,1,1,8,0
9,2611.46,1,1,1,14,0
32,2492.76,3,4,1,10,1
5,1475.33,3,1,1,13,0
46,532.8,4,1,0,16,0
23,1793.69,2,0,1,16,0
15,638.0,4,0,1,8,0
2,370.68,2,2,0,12,0
64,1596.27,2,0,1,11,0
60,2035.05,5,1,1,11,0
58,2591.61,3,0,0,8,1
5,2391.94,3,3,1,7,1
25,2600.27,1,3,0,9,1
69,2328.19,3,0,1,10,0
42,2169.07,4,1,1,19,0
10,228.39,5,0,1,10,1
11,1953.09,4,0,1,13,0
19,537.35,2,1,0,7,0
70,364.27,2,1,0,14,0
13,637.95,3,4,0,14,0
65,2505.22,3,0,1,8,0
49,2282.78,6,0,0,15,0
66,2856.56,2,1,0,6,0
59,2941.13,5,2,0,16,0
24,2701.2,0,3,0,11,1
59,572.19,7,0,1,11,0
13,2659.47,2,1,0,14,0
21,2548.18,1,2,0,11,0
16,2639.04,3,0,1,7,0
10,624.72,6,0,1,14,0
7,527.02,3,1,0,12,0
14,2786.66,6,0,0,6,0
9,686.71,2,1,1,15,0
28,1232.14,3,1,1,12,0
6,1476.76,5,1,0,8,0
5,548.44,1,1,0,13,1
71,257.78,0,2,0,12,0
7,2983.45,4,2,0,12,0
6,2654.64,5,0,0,9,0
3,2754.55,7,2,1,18,0
10,996.78,3,0,0,11,0
38,816.28,3,0,0,14,0
59,1392.43,2,1,0,8,0
53,1469.29,4,3,1,16,0
42,215.68,4,1,0,8,0
7,2381.91,3,0,1,14,0
55,2990.67,2,1,0,8,0
3,1680.33,1,0,1,11,0
45,1287.12,1,3,1,15,1
30,1299.71,2,2,1,9,0
63,469.02,4,1,1,11,0
22,945.25,9,2,0,9,0
46,1605.97,0,1,1,6,0
32,1409.17,1,4,0,10,1
38,1726.1,3,0,0,16,0
67,2577.38,4,2,1,14,0
51,830.68,5,1,0,10,0
30,277.46,4,0,0,12,0
32,307.03,5,3,0,12,0
51,575.67,5,1,1,10,0
25,1797.35,4,1,1,12,0
12,2462.92,4,1,0,13,0
34,2683.06,2,0,0,11,0
5,1978.32,6,1,0,10,0
13,1328.8,3,1,1,11,0
30,632.64,2,1,1,8,1
57,1323.97,1,2,0,14,0
56,1130.76,4,3,0,12,0
19,2636.07,1,3,1,9,0
30,1562.81,3,0,0,17,0
11,833.35,4,2,1,9,0
54,1008.64,2,2,1,11,0
18,582.12,4,1,0,9,0
57,2772.04,2,2,1,6,0
60,340.97,1,1,0,13,0
49,235.97,4,1,0,15,0
24,712.37,4,0,0,9,0
68,2470.45,2,1,0,15,0
49,1665.71,2,0,1,12,0
46,1952.36,3,1,0,7,0
61,1201.65,3,0,1,16,0
63,392.3,0,1,1,15,0
6,2597.24,3,1,0,8,0
63,737.3,2,1,1,14,0
55,292.57,1,1,0,11,0
15,1803.57,3,0,0,14,0
22,433.21,1,1,0,14,0
54,468.13,2,3,0,14,0
16,2441.06,3,1,0,15,0
33,1576.51,0,2,1,18,0
49,876.22,2,2,1,9,0
47,1176.15,1,2,0,8,1
65,2241.87,1,0,0,9,0
8,385.79,4,0,0,8,0
21,526.15,3,2,0,8,0
70,1925.53,0,2,1,11,0
41,1899.52,6,1,1,4,0
18,2922.89,3,0,1,16,0
21,1248.74,1,0,0,5,0
25,382.22,3,2,0,17,0
40,1705.1,3,1,0,11,0
21,1987.37,2,0,0,14,0
45,590.89,5,3,0,12,0
32,1748.01,4,0,0,13,0
44,753.75,3,1,1,10,0
12,2565.24,0,0,0,11,1
45,2538.45,2,2,1,13,0
66,1402.96,4,1,1,4,0
10,2906.88,3,1,1,10,1
24,2943.37,5,3,0,11,0
50,561.9,3,2,1,11,0
44,1229.6,3,0,1,14,0
48,1880.9,1,2,1,15,0
40,437.55,9,2,1,15,0
49,1271.44,3,2,1,9,1
44,931.28,1,2,1,10,0
6,2865.74,5,1,0,12,0
54,1352.44,5,2,0,14,0
32,2335.48,3,0,0,15,0
4,1282.78,3,1,0,10,0
30,569.07,4,4,0,12,0
31,2616.82,2,2,0,6,0
7,201.17,7,0,0,14,0
71,356.63,2,0,0,8,0
16,1220.28,5,4,1,9,0
24,2123.32,1,2,0,15,0
32,1156.77,2,1,1,10,1
60,385.68,5,0,1,7,0
53,1089.95,3,0,1,14,0
55,885.95,6,0,1,9,0
17,215.18,1,3,0,9,0
61,1697.45,1,1,1,8,1
59,526.61,3,1,0,3,0
33,1004.99,3,4,0,7,0
39,1995.33,6,1,1,7,0
3,2230.32,0,1,0,9,0
54,937.68,2,4,0,15,0
69,1121.74,4,0,0,15,0
34,891.35,2,1,1,3,0
39,2879.29,2,2,1,9,0
36,733.46,3,0,0,7,0
6,712.91,1,0,0,13,0
45,1446.1,3,1,1,7,0
52,730.06,5,1,0,8,1
66,638.78,3,2,0,6,0
67,468.46,3,1,0,8,0
35,1992.48,4,0,1,14,0
69,1913.83,2,1,1,8,0
38,2020.46,1,3,0,11,1
46,2365.24,0,2,0,12,1
43,1113.8,2,4,0,7,0
71,2771.59,1,3,0,14,0
53,2252.97,6,1,1,11,0
9,2453.18,2,0,1,12,0
6,2218.69,2,3,0,9,1
30,1203.68,1,2,1,11,0
37,992.49,2,3,0,19,0
48,1383.05,7,0,1,9,0
35,471.69,3,1,1,8,0
37,1463.59,3,2,1,18,1
66,320.79,5,0,0,12,0
24,211.05,2,2,1,8,1
36,2808.2,1,3,0,10,1
40,2130.14,4,1,1,11,0
34,1773.17,6,2,0,13,0
69,1155.09,1,1,0,10,0
69,1797.51,0,1,1,13,0
37,2696.41,3,1,1,19,0
32,2026.66,3,2,0,16,0
42,1886.95,4,1,0,7,0
13,1488.57,2,0,1,13,0
31,1167.95,1,0,0,12,0
16,2155.93,8,0,1,10,0
11,2946.75,5,2,0,13,0
7,1389.32,2,1,0,11,0
42,1298.17,7,3,0,10,0
1,1398.72,3,1,1,19,0
46,1391.52,2,1,1,11,0
31,2973.75,2,2,1,10,0
27,2178.98,7,2,1,14,0
55,1205.72,4,0,1,9,0
39,1240.21,4,1,0,8,0
53,1406.23,4,1,0,9,0
51,302.79,1,0,0,12,0
3,1677.89,3,2,1,12,0
16,2471.87,2,0,0,16,0
41,2049.59,5,0,0,16,0
70,755.58,4,0,1,13,0
11,2238.5,2,0,0,12,0
8,2214.48,4,2,0,12,0
67,935.11,4,0,0,11,0
69,1944.05,3,0,0,10,0
12,1910.66,5,1,1,11,0
29,2551.41,5,1,0,23,1
45,581.0,3,1,0,14,0
14,745.55,2,1,0,6,0
24,1560.71,5,1,1,15,0
29,323.61,6,2,1,16,0
46,1363.66,2,2,0,12,0
22,2407.01,0,2,1,12,1
30,616.4,1,1,0,8,0
21,1487.86,4,2,0,10,0
54,2971.35,2,1,0,9,0
11,1616.58,3,3,0,13,1
17,1595.31,3,2,0,13,1
18,1764.62,1,3,1,12,1
65,720.81,5,1,1,12,0
68,612.06,2,2,0,11,0
36,2096.59,2,0,1,9,0
12,1308.15,2,0,1,13,0
54,1011.74,4,0,0,7,0
35,287.9,6,1,1,8,0
61,2568.94,3,0,0,11,1
26,290.52,1,1,1,13,0
71,2299.95,7,1,0,16,0
58,1269.57,2,1,1,12,0
16,1876.33,6,3,1,11,0
52,893.5,5,0,0,5,0
21,635.12,3,3,0,8,0
25,1693.49,3,4,1,8,0
18,2147.73,4,0,1,12,0
49,747.38,4,2,0,16,0
19,1421.81,6,0,0,15,0
46,1445.03,3,1,0,11,0
42,804.74,2,2,0,10,0
54,1782.14,6,1,1,15,0
71,608.62,6,2,1,20,0
1,1627.3,2,0,0,9,0
71,517.61,1,1,1,8,0
8,1559.52,3,1,1,15,0
38,1072.48,2,0,0,14,0
25,1466.29,4,0,0,10,0
46,1414.5,1,2,0,11,0
52,2742.21,3,1,1,13,0
62,1571.82,4,3,0,8,0
29,2491.8,1,2,0,13,0
67,831.83,0,1,0,8,1
23,1185.83,2,0,1,7,0
15,410.25,0,2,1,8,1
27,1378.09,6,2,1,10,0
38,2072.36,2,3,1,12,0
48,2546.87,4,1,1,13,0
60,1784.56,5,1,0,8,0
16,1992.2,0,1,1,13,0
22,696.35,2,1,0,9,0
67,304.18,1,0,0,7,0
32,2416.73,1,1,1,16,0
18,667.71,3,1,0,17,0
70,455.27,3,5,1,12,0
32,2825.17,2,0,1,6,0
70,2897.86,4,2,1,13,0
66,1925.52,5,2,0,16,0
65,1260.18,1,2,1,11,0
42,2533.07,6,1,1,8,0
57,773.22,5,2,0,12,0
69,1402.3,1,2,1,8,0
20,1199.65,5,0,1,12,0
3,2755.56,2,1,1,16,0
23,2775.38,2,0,0,11,0
46,2022.48,4,3,0,15,0
39,510.07,2,0,1,11,0
6,1550.14,4,2,0,8,0
40,886.92,3,0,0,9,0
13,2677.76,3,1,1,7,0
36,587.53,3,1,1,15,0
41,352.07,4,3,1,13,0
46,2172.4,1,1,0,7,1
30,1469.2,3,0,1,18,0
29,2547.42,4,2,0,13,1
49,408.96,2,0,0,7,0
54,2443.01,4,1,0,9,0
58,304.54,3,2,0,16,0
24,278.6,2,3,1,19,0
31,1491.68,4,2,1,11,0
24,819.62,0,0,1,11,0
38,1862.41,4,0,1,14,0
10,272.29,4,1,0,16,0
31,299.09,3,1,0,9,0
14,2236.02,3,2,0,11,0
38,788.46,7,2,0,16,0
61,2037.97,5,1,0,13,0
70,2299.78,1,1,1,7,0
32,366.13,0,4,1,16,0
4,2355.31,4,3,0,12,0
17,951.58,2,0,1,9,1
8,1290.73,1,4,0,16,1
54,442.59,3,1,1,8,0
70,2548.16,4,0,1,12,0
40,1770.04,2,1,1,12,0
13,1613.06,4,1,1,12,0
2,2911.95,3,3,1,11,0
70,1136.62,4,3,0,11,0
23,2694.18,6,1,0,16,0
8,2215.13,4,0,0,9,0
13,2799.88,5,0,1,13,0
19,2741.85,1,1,0,13,0
47,2974.88,2,1,0,10,0
64,568.69,4,1,0,15,0
20,2428.85,0,4,1,10,0
49,2452.58,5,0,0,9,0
5,2004.25,6,2,1,9,0
1,980.81,3,0,1,10,0
4,2902.42,3,2,1,17,1
66,772.38,3,3,0,18,0
42,1598.81,5,1,0,8,0
58,1660.16,6,1,0,13,0
2,653.12,3,0,1,7,0
2,2223.08,3,0,1,11,1
61,448.83,2,1,1,8,0
8,2140.67,3,0,1,13,0
12,2576.12,3,1,1,13,0
37,1178.31,1,0,0,10,0
44,2186.38,2,3,0,15,1
17,638.97,1,1,0,11,0
32,2568.66,4,3,1,10,0
48,2865.69,3,0,1,10,0
32,627.54,3,2,0,6,0
28,2137.21,2,1,1,13,0
6,1616.33,2,1,1,8,0
33,1688.2,4,0,1,9,0
57,2178.17,3,1,1,11,0
45,1568.47,4,1,0,11,0
64,1880.91,1,2,1,20,0
9,846.52,1,1,1,11,0
1,1259.82,0,1,0,13,0
39,2622.67,0,1,1,7,0
13,507.73,3,0,1,13,0
43,1873.21,8,1,1,12,0
65,716.0,3,3,1,16,0
24,2570.31,2,2,1,8,1
40,1821.32,2,1,0,15,0
49,1328.54,3,1,0,15,0
11,899.51,1,4,1,11,1
64,1423.17,2,1,1,11,0
15,2881.31,3,1,1,12,0
58,1625.79,1,2,1,11,0
47,1514.57,6,1,0,17,0
11,2289.57,2,1,0,16,0
52,1261.33,3,3,1,14,0
14,1396.79,2,0,0,8,0
43,1143.45,4,1,0,10,0
69,622.58,1,0,1,16,0
68,2198.67,3,2,1,16,0
62,2644.49,3,3,1,18,0
36,2735.66,3,3,0,15,0
40,2666.25,3,2,0,15,1
22,1464.99,5,2,1,6,0
66,995.39,3,0,0,13,0
34,1986.19,3,0,0,11,0
55,2873.17,3,1,1,16,0
26,2235.74,1,1,1,10,0
53,1585.58,2,0,0,11,0
16,2128.66,4,2,1,7,0
53,2363.11,6,0,1,7,0
4,2773.95,3,0,1,11,0
8,2337.0,5,1,1,14,0
26,1412.93,3,2,0,11,0
35,966.1,5,1,0,11,0
51,1599.67,5,0,1,11,0
26,1118.9,2,1,0,18,0
2,2839.74,1,1,1,8,0
24,1622.3,5,1,1,11,0
32,1521.76,1,3,0,19,0
39,1174.95,3,2,0,10,0
46,1990.34,2,2,0,11,1
18,1656.14,4,2,1,9,0
44,561.34,0,2,0,13,0
45,2633.78,1,2,1,16,0
56,1205.24,1,0,1,15,0
38,1411.22,3,2,1,14,0
58,775.87,3,1,0,13,0
16,1749.51,3,1,0,12,0
51,2165.75,3,1,1,19,0
4,2667.26,2,2,0,12,0
8,344.5,6,1,1,11,0
62,2925.33,1,2,0,18,0
34,2170.69,3,1,0,9,0
45,996.04,2,0,0,15,0
43,772.53,4,2,0,12,0
50,1029.05,5,1,0,8,0
18,2652.03,2,0,0,18,0
13,1015.89,2,2,0,5,1
4,1495.9,3,5,0,15,0
62,2176.07,1,2,0,12,0
16,2641.57,5,0,0,12,0
41,2044.0,1,0,1,16,0
33,2308.71,4,2,1,17,0
12,685.32,4,2,1,11,0
30,2656.74,5,1,1,14,0
6,972.01,2,0,1,16,0
13,559.46,3,2,0,16,0
10,2933.48,2,1,1,14,0
59,764.59,7,3,0,7,0
41,582.63,3,1,1,9,0
66,1952.86,5,1,1,9,0
31,1092.82,3,1,1,13,0
15,573.38,2,0,1,14,0
44,1883.14,2,3,1,12,0
66,2325.16,4,1,1,11,0
38,2420.96,8,1,1,13,0
2,635.44,7,1,1,12,0
22,1759.23,3,1,0,4,0
66,2478.3,6,2,0,17,0
37,651.04,1,1,1,21,0
68,781.51,4,2,1,11,0
37,206.75,5,2,1,14,0
1,1668.98,4,1,0,20,0
62,745.11,3,0,1,10,0
55,2227.88,0,0,0,11,0
51,2894.2,1,2,0,15,0
69,784.52,1,0,1,14,0
14,2017.47,3,2,0,12,0
65,793.14,3,4,1,11,1
17,250.42,4,0,0,16,0
69,2323.95,3,1,1,12,0
14,1415.21,3,0,0,9,0
40,2851.0,3,1,1,16,0
57,1696.0,2,1,1,11,0
6,640.95,2,2,1,12,0
5,1459.37,0,1,0,7,0
61,768.1,4,3,0,14,0
5,2658.48,2,0,1,9,0
44,2134.53,4,0,0,21,0
67,1155.47,1,1,1,10,0
44,1677.9,3,2,1,12,0
35,2074.54,2,0,1,9,0
30,2392.0,3,1,0,12,0
46,424.41,2,1,1,11,0
41,263.05,1,1,0,12,0
36,520.47,1,1,0,9,0
11,1305.99,4,2,0,16,1
48,1506.78,8,2,0,16,0
53,582.09,2,3,1,6,0
51,1351.23,4,1,0,11,0
6,1436.54,4,0,1,10,0
50,505.45,0,1,0,14,1
52,2766.65,1,0,1,17,0
14,1877.61,4,1,0,12,0
61,1287.9,2,2,1,11,0
38,1619.34,3,1,0,14,0
34,1079.75,3,2,1,17,0
52,2592.13,0,0,0,18,0
37,1810.04,4,2,0,13,0
39,1585.71,7,0,1,18,0
23,2750.48,0,1,1,18,0
66,2546.34,3,3,1,10,0
69,2475.85,0,0,1,16,0
10,831.71,4,2,0,9,1
53,628.74,0,1,1,14,0
2,2132.27,1,3,1,12,1
27,1512.2,3,2,0,23,0
69,2114.4,2,1,0,10,1
13,2329.76,3,1,1,14,1
27,1026.88,3,0,0,11,0
16,997.02,2,1,1,11,0
52,1574.33,3,0,0,14,0
33,965.94,0,1,0,13,0
43,2068.43,3,1,0,6,0
67,2290.85,3,3,1,14,0
37,1521.71,5,1,1,7,0
53,2226.64,4,0,0,8,0
7,1629.23,3,1,1,7,0
16,2196.04,1,1,1,8,0
68,829.91,2,2,0,12,0
62,2268.76,5,1,0,13,0
47,2202.35,2,0,1,19,0
27,946.5,2,4,1,10,1
15,1756.72,2,2,0,10,0
61,2594.87,2,1,1,8,0
56,898.66,3,1,1,16,0
18,2260.74,5,1,1,14,0
42,2871.11,4,4,0,14,0
44,2625.48,1,3,0,9,0
34,1324.26,1,2,1,11,0
66,1900.18,4,0,1,10,0
9,2976.96,5,2,1,11,0
19,1791.62,7,3,1,18,0
7,522.08,0,0,0,14,0
50,327.21,8,1,1,15,0
46,2412.88,3,2,1,17,0
71,1386.16,3,2,0,10,0
39,891.08,3,0,0,19,0
11,1173.48,3,2,1,11,0
33,2320.64,2,0,0,9,0
7,1502.69,0,1,1,10,0
48,2631.8,1,0,0,10,0
48,2257.79,5,1,1,12,0
61,2927.24,2,2,1,16,0
25,2687.81,2,1,0,13,0
23,912.73,2,0,0,15,0
6,2045.37,0,1,1,9,0
30,257.52,3,2,1,17,0
34,2975.1,3,2,0,11,0
54,930.82,3,1,1,9,0
54,2061.43,6,4,1,7,0
10,2577.63,2,1,0,6,0
21,649.3,4,1,1,8,0
37,2574.06,8,0,0,12,0
24,234.29,1,1,0,4,0
2,1437.54,3,1,0,10,0
61,1521.71,1,2,0,16,0
52,1247.45,2,2,1,8,0
37,1841.88,3,1,1,14,0
23,2761.56,4,0,1,9,0
60,1115.57,2,0,0,14,0
3,1821.93,4,1,0,14,0
32,2656.9,1,2,1,10,0
57,2364.39,4,1,0,14,0
68,314.05,6,2,0,10,0
18,2839.81,1,2,0,17,0
47,330.61,4,1,0,12,0
14,1848.52,1,2,0,6,0
9,1810.99,5,0,1,11,0
26,2401.89,1,2,0,22,0
63,615.64,1,0,1,11,0
49,702.24,3,1,0,9,0
35,2305.9,6,0,0,8,0
21,618.61,3,2,1,15,1
11,1514.45,4,1,0,11,0
20,2248.61,2,0,0,19,0
11,2023.48,2,0,1,16,0
14,789.69,6,2,0,9,1
49,1051.09,1,1,1,12,0
10,2913.13,5,0,1,10,0
4,1456.28,4,0,1,10,0
39,324.48,1,2,1,14,0
21,814.84,3,0,1,15,0
33,1158.82,4,2,1,9,0
10,2998.57,3,3,0,10,0
15,1047.54,3,0,0,12,0
32,273.91,1,1,1,18,0
49,1636.18,5,1,1,13,0
30,434.1,2,3,1,15,0
39,967.39,3,1,1,10,0
38,2978.67,2,0,1,6,0
20,2172.99,3,1,1,12,0
20,341.87,2,1,0,3,0
31,1456.32,1,1,0,13,0
3,680.59,1,2,0,12,0
49,544.25,2,1,1,19,0
44,1843.78,2,2,1,16,0
22,1615.84,4,1,1,14,0
27,2280.03,2,3,1,13,1
24,2698.46,1,2,0,7,0
47,890.71,1,1,1,13,0
54,2784.38,4,0,0,7,0
8,1650.38,2,0,0,9,0
30,924.74,3,2,1,19,0
1,2568.2,2,0,1,9,0
33,299.48,3,1,1,9,1
18,1766.63,2,1,0,5,0
24,2220.54,4,1,1,9,0
33,983.94,2,1,0,13,0
23,2617.78,5,2,0,9,0
28,872.8,2,0,0,7,0
55,2551.65,0,1,0,17,0
58,419.93,5,2,0,14,0
1,647.8,4,1,0,12,0
27,1266.76,2,1,1,13,1
61,2591.36,2,0,0,12,0
38,604.84,3,0,0,10,0
15,2651.23,5,1,1,5,0
43,843.25,6,1,1,10,0
11,1467.02,5,1,0,11,0
2,1187.66,7,0,0,15,0
45,530.75,2,0,0,16,0
37,2844.07,4,1,0,12,0
54,1426.9,2,1,0,9,0
25,2132.93,5,2,1,19,0
61,1810.75,1,1,0,9,0
30,1604.8,1,1,1,16,0
53,1926.42,5,1,0,7,0
8,2715.36,7,0,0,10,0
7,2158.07,3,0,0,12,0
56,1690.94,4,0,1,17,0
60,2006.52,8,1,1,9,0
67,1897.9,4,0,0,10,0
24,1412.74,2,1,0,11,0
2,1949.34,2,0,0,10,1
70,1442.0,2,0,0,9,0
43,2321.32,1,2,0,13,1
18,2912.95,1,0,1,9,0
55,2887.62,4,1,1,8,0
65,2498.06,2,2,0,18,0
21,1884.92,6,3,0,12,1
55,2298.13,3,1,0,16,0
56,698.54,3,0,1,8,0
36,1541.25,2,1,1,10,0
45,920.45,5,0,1,12,0
20,209.79,3,0,1,9,0
66,2906.87,6,3,0,12,0
70,2618.78,3,0,0,11,0
70,1638.36,3,3,1,12,0
53,911.63,2,0,0,10,0
4,2140.33,6,4,0,16,0
27,1417.44,4,2,1,11,0
32,2449.38,3,0,1,12,0
69,2998.65,3,4,0,17,1
39,1177.43,4,1,1,9,0
39,884.33,3,0,0,12,0
11,948.67,0,0,0,18,0
57,461.37,4,5,1,8,0
24,1303.33,3,1,0,11,0
7,248.79,2,2,0,14,0
71,520.31,3,0,1,19,0
14,960.75,2,2,1,14,0
2,647.62,1,2,0,13,0
6,2250.05,2,1,0,14,0
33,495.69,2,2,1,11,0
8,2624.78,4,1,1,10,0
60,819.12,3,3,0,13,1
37,504.05,2,0,0,12,0
23,228.3,3,1,0,12,0
1,2202.57,3,2,0,11,0
35,918.53,4,1,0,21,0
11,1626.6,1,2,0,17,0
70,512.52,6,0,0,10,0
21,2958.83,4,0,0,11,0
34,551.08,3,1,1,13,0
2,1353.39,2,3,0,8,1
10,2584.62,1,2,0,12,0
15,885.68,2,2,0,13,0
4,947.52,2,0,1,13,0
52,2463.8,3,3,1,13,0
68,965.35,4,1,0,18,0
70,208.04,1,2,1,16,0
19,1398.16,2,3,0,10,0
57,235.1,1,0,0,13,0
36,2747.42,2,1,0,15,0
4,1997.08,6,0,1,14,0
7,1832.44,3,2,1,5,0
39,764.45,3,0,0,8,0
31,2159.85,3,0,1,12,0
1,2096.31,4,2,0,15,0
67,369.3,1,2,0,6,0
52,2666.37,2,0,1,11,1
36,1822.36,4,5,1,11,0
71,2418.91,2,2,0,10,0
69,936.16,1,1,0,12,0
70,541.73,5,1,1,8,0
19,2166.86,2,1,1,12,0
63,2422.87,4,1,0,13,0
36,1280.89,4,0,0,9,0
52,266.34,3,3,1,12,0
62,2491.11,3,2,1,13,0
12,777.06,1,0,0,13,0
32,1149.29,4,0,0,19,0
10,1959.05,3,0,1,17,0
20,479.87,1,1,1,11,0
30,401.59,2,1,0,14,0
61,271.97,1,2,1,14,0
62,2766.59,6,0,1,12,0
28,1071.87,2,0,1,15,0
24,2049.84,3,1,1,15,0
38,2969.86,4,1,0,9,1
65,2074.46,1,0,0,12,0
70,1670.27,1,0,1,15,0
17,1658.58,5,2,1,10,0
14,1255.37,4,0,0,14,0
51,1879.38,3,2,0,12,0
22,2884.62,0,1,0,14,0
15,2406.52,6,1,0,9,0
3,1387.83,4,0,1,13,0
29,1130.85,2,0,0,18,0
28,2673.89,5,3,1,14,0
40,580.2,2,0,0,15,0
15,2578.84,2,1,0,13,0
51,914.21,3,0,1,8,0
49,2203.76,1,1,1,7,0
33,2457.42,5,4,0,14,0
13,1535.59,2,5,1,9,1
36,738.4,1,1,1,11,1
48,2565.35,1,2,1,11,0
27,1229.02,6,1,0,11,0
19,1097.9,4,1,0,10,0
36,1628.05,2,1,1,13,0
26,1418.24,3,2,0,8,0
